name,url,image,audience score,price,pace,arch support,weight lab weight brand,lightweight,drop lab drop brand,strike pattern,midsole softness,difference in midsole softness in cold,toebox durability,heel padding durability,outsole durability,breathability,heel stack,forefoot stack,drop,flexibility / stiffness (new method),flexibility / stiffness (old method),brand,audience_score,price_usd,drop_mm,weight,weight_grams,trail terrain,heel stack lab heel stack brand,midsole width - forefoot,midsole width - heel,outsole thickness,weight (g),drop (mm),flexibility of the shoe (n),flexibility of the shoe (freezer 20 min) (n),flexibility of the shoe (% of change),"longitudinal flexibility (1-5 scale, 5 being the stiffest)","torsional flexibility (1-5 scale, 5 being the stiffest)",flexibility of the shoe (freezer 1 hour) (n),"longitudinal flexibility (on a 0-5 scale, 0 being the stiffest)","torsional flexibility (on a 0-5 scale, 0 being the stiffest)",agility and responsiveness,outsole hardness,fuelcell supercomp pacer v2
New Balance FuelCell Rebel v4,https://runrepeat.com/new-balance-fuelcell-rebel-v4,https://cdn.runrepeat.com/storage/gallery/product_primary/40311/new-balance-fuel-cell-rebel-v-4-21446877-720.jpg,86 Good!,$140,Daily runningTempo,Neutral,7.5 oz / 213g 7.7 oz / 218g,✓,6.5 mm 6.0 mm,Mid/forefoot,8.5 HA,Big,Bad,Good,Good,Moderate,28.0 mm,21.5 mm,6.5 mm,8.1N,13.3N,New Balance,86,140.0,6.5,,,,,,,,,,,,,,,,,,,,
Adidas Ultraboost 5X,https://runrepeat.com/adidas-ultraboost-5-x,https://cdn.runrepeat.com/storage/gallery/product_primary/40449/adidas-ultraboost-5-x-22499466-720.jpg,91 Superb!,$180,Daily running,Neutral,9.4 oz / 266g 9.7 oz / 274g,✗,10.4 mm 10.0 mm,Heel,16.4 HA,Normal,Good,Good,Good,Moderate,34.6 mm,24.2 mm,10.4 mm,11.4N,18.5N,Adidas,91,180.0,10.4,,,,,,,,,,,,,,,,,,,,
Hoka Mach 5,https://runrepeat.com/hoka-mach-5,https://cdn.runrepeat.com/storage/gallery/product_primary/38676/hoka-mach-5-21236514-720.jpg,90 Great!,$140,Daily runningTempo,Neutral,7.9 oz / 225g 8.2 oz / 232g,✓,5.7 mm 5.0 mm,Mid/forefoot,15.0 HA,Big,-,-,-,Moderate,30.7 mm,25.0 mm,5.7 mm,9.4N,20.3N,HOKA,90,140.0,5.7,,,,,,,,,,,,,,,,,,,,
Adidas Adizero Prime X 2 Strung,https://runrepeat.com/adidas-adizero-prime-x-2-strung,https://cdn.runrepeat.com/storage/gallery/product_primary/40182/adidas-adizero-prime-x-2-strung-21683218-720.jpg,88 Great!,$300,CompetitionTempo,Neutral,10.8 oz / 305g 10.8 oz / 306g,✗,8.8 mm 6.5 mm,HeelMid/forefoot,24.3 HA,Small,Good,Good,Good,Moderate,45.7 mm,36.9 mm,8.8 mm,37.0N,76.6N,Adidas,88,300.0,8.8,,,,,,,,,,,,,,,,,,,,
Saucony Ride 18,https://runrepeat.com/saucony-ride-18,https://cdn.runrepeat.com/storage/gallery/product_primary/40635/saucony-ride-18-22723088-720.jpg,89 Great!,$140,Daily running,Neutral,9 oz / 255g 9.5 oz / 269g,✗,8.4 mm 8.0 mm,HeelMid/forefoot,26.1 HA,Small,Decent,Good,Good,Breathable,35.0 mm,26.6 mm,8.4 mm,11.0N,25.4N,Saucony,89,140.0,8.4,,,,,,,,,,,,,,,,,,,,
Nike Vaporfly 3,https://runrepeat.com/nike-zoom-x-vaporfly-next-3,https://cdn.runrepeat.com/storage/gallery/product_primary/39647/nike-vaporfly-3-21212268-720.jpg,86 Good!,$250,Competition,Neutral,6.7 oz / 190g 6.5 oz / 184g,✓,11.1 mm 8.0 mm,HeelMid/forefoot,16.8 HA,Normal,Bad,Good,Good,Breathable,37.1 mm,26.0 mm,11.1 mm,18.4N,56.1N,Nike,86,250.0,11.1,,,,,,,,,,,,,,,,,,,,
HOKA Arahi 8,https://runrepeat.com/hoka-arahi-8,https://cdn.runrepeat.com/storage/gallery/product_primary/40854/hoka-arahi-8-23493841-720.jpg,85 Good!,$150,Daily running,Stability,9.1 oz / 259g 9 oz / 256g,,11.3 mm 8.0 mm,Heel,16.4 HA,Normal,Good,Good,Good,2,39.4 mm,28.1 mm,11.3 mm,18.3N,,HOKA,85,150.0,11.3,9.1 oz (259g),259.0,,,,,,,,,,,,,,,,,,
Hoka Arahi 7,https://runrepeat.com/hoka-arahi-7,https://cdn.runrepeat.com/storage/gallery/product_primary/40269/hoka-arahi-7-21372292-720.jpg,82 Good!,$145,Daily running,Stability,9.4 oz / 266g 9.6 oz / 272g,,6.3 mm 5.0 mm,Mid/forefoot,26.6 HA,Small,Good,Good,Good,Moderate,34.2 mm,27.9 mm,6.3 mm,17.8N,33.5N,HOKA,82,145.0,6.3,9.4 oz (266g),266.0,,,,,,,,,,,,,,,,,,
New Balance Fresh Foam X 880 v14,https://runrepeat.com/new-balance-fresh-foam-x-880-v-14,https://cdn.runrepeat.com/storage/gallery/product_primary/40304/new-balance-fresh-foam-x-880-v-14-22103110-720.jpg,88 Great!,$140,Daily running,Neutral,8.9 oz / 251g 8.7 oz / 247g,,8.0 mm 8.0 mm,HeelMid/forefoot,15.6 HA,Big,Decent,Bad,Decent,Moderate,33.0 mm,25.0 mm,8.0 mm,12.9N,20.6N,New Balance,88,140.0,8.0,8.9 oz (251g),251.0,,,,,,,,,,,,,,,,,,
Brooks Ghost 16,https://runrepeat.com/brooks-ghost-16,https://cdn.runrepeat.com/storage/gallery/product_primary/40307/brooks-ghost-16-21769307-720.jpg,81 Good!,$140,Daily running,Neutral,9.4 oz / 266g 9.5 oz / 269g,,12.4 mm 12.0 mm,Heel,21.6 HA,Small,Decent,Good,Good,Moderate,35.1 mm,22.7 mm,12.4 mm,9.6N,13.6N,Brooks,81,140.0,12.4,9.4 oz (266g),266.0,,,,,,,,,,,,,,,,,,
ASICS Magic Speed 4,https://runrepeat.com/asics-magic-speed-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40419/asics-magic-speed-4-21784091-720.jpg,92 Superb!,$170,CompetitionTempo,Neutral,8.4 oz / 237g 8.5 oz / 242g,✓,9.6 mm 8.0 mm,HeelMid/forefoot,14.9 HA,Small,Good,Good,Good,Breathable,42.5 mm,32.9 mm,9.6 mm,26.5N,38.5N,ASICS,92,170.0,9.6,,,,,,,,,,,,,,,,,,,,
Salomon Aero Glide 3,https://runrepeat.com/salomon-aero-glide-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40735/salomon-aero-glide-3-23039007-720.jpg,92 Superb!,$160,Daily running,Neutral,8.7 oz / 248g 8.6 oz / 245g,✓,10.3 mm 8.0 mm,Heel,21.0 HA,Small,Bad,Decent,Decent,Moderate,42.2 mm,31.9 mm,10.3 mm,16.0N,,Salomon,92,160.0,10.3,8.7 oz (248g),248.0,,,,,,,,,,,,,,,,,,
HOKA Rocket X 3,https://runrepeat.com/hoka-rocket-x-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40907/hoka-rocket-x-3-23536754-720.jpg,89 Great!,$250,Competition,Neutral,7.8 oz / 220g 7.4 oz / 210g,✓,10.0 mm 7.0 mm,HeelMid/forefoot,15.9 HA,Small,Decent,Good,Good,Breathable,39.6 mm,29.6 mm,10.0 mm,21.3N,,HOKA,89,250.0,10.0,7.8 oz (220g),220.0,,,,,,,,,,,,,,,,,,
Saucony Endorphin Pro 4,https://runrepeat.com/saucony-endorphin-pro-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40334/saucony-endorphin-pro-4-21356820-720.jpg,87 Great!,$225,Competition,Neutral,7.8 oz / 220g 7.7 oz / 218g,✓,9.5 mm 8.0 mm,HeelMid/forefoot,22.0 HA,Small,Good,Good,Good,Breathable,38.1 mm,28.6 mm,9.5 mm,25.7N,69.1N,Saucony,87,225.0,9.5,,,,,,,,,,,,,,,,,,,,
New Balance Fresh Foam X Kaiha Road,https://runrepeat.com/new-balance-fresh-foam-x-kaiha-road,https://cdn.runrepeat.com/storage/gallery/product_primary/39996/new-balance-fresh-foam-x-kaiha-road-21208167-720.jpg,81 Good!,$100,Daily running,Neutral,9.9 oz / 281g 10.6 oz / 300g,,3.8 mm 4.0 mm,Mid/forefoot,13.3 HA,Normal,Bad,Bad,Good,Moderate,35.8 mm,32.0 mm,3.8 mm,17.5N,25.5N,New Balance,81,100.0,3.8,9.9 oz (281g),281.0,,,,,,,,,,,,,,,,,,
Saucony Endorphin Speed 4,https://runrepeat.com/saucony-endorphin-speed-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40335/saucony-endorphin-speed-4-21350768-720.jpg,82 Good!,$170,Tempo,Neutral,8.4 oz / 237g 8.3 oz / 235g,✓,8.7 mm 8.0 mm,HeelMid/forefoot,22.3 HA,Small,Decent,Good,Good,Breathable,36.2 mm,27.5 mm,8.7 mm,13.5N,29.4N,Saucony,82,170.0,8.7,,,,,,,,,,,,,,,,,,,,
PUMA Deviate Nitro Elite 3,https://runrepeat.com/puma-deviate-nitro-elite-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40422/puma-deviate-nitro-elite-3-22069868-720.jpg,90 Great!,$230,CompetitionTempo,Neutral,7.2 oz / 204g 7.4 oz / 209g,✓,10.6 mm 8.0 mm,HeelMid/forefoot,15.1 HA,Normal,Bad,Good,Decent,Moderate,39.2 mm,28.6 mm,10.6 mm,18.1N,51.4N,PUMA,90,230.0,10.6,,,,,,,,,,,,,,,,,,,,
New Balance FuelCell SuperComp Trainer v2,https://runrepeat.com/new-balance-fuel-cell-super-comp-trainer-v-2,https://cdn.runrepeat.com/storage/gallery/product_primary/39993/new-balance-fuel-cell-super-comp-trainer-v-2-21208165-720.jpg,89 Great!,$180,Tempo,Neutral,9.3 oz / 264g 9.7 oz / 275g,✗,8.4 mm 6.0 mm,HeelMid/forefoot,9.6 HA,Normal,Bad,Good,Good,Moderate,39.3 mm,30.9 mm,8.4 mm,,35.4N,New Balance,89,180.0,8.4,9.3 oz (264g),264.0,,,,,,,,,,,,,,,,,,
New Balance Fresh Foam 1080 v11,https://runrepeat.com/new-balance-fresh-foam-1080-v-11,https://cdn.runrepeat.com/storage/gallery/product_primary/36800/new-balance-fresh-foam-1080-v11-hero-2-15915106-720.jpg,89 Great!,$150,Daily running,Neutral,9.2 oz / 261g 10.1 oz / 285g,,8.0 mm 8.0 mm,HeelMid/forefoot,-,-,-,-,-,-,34.2 mm,26.2 mm,8.0 mm,,,New Balance,89,150.0,8.0,9.2 oz (261g),261.0,,,114.9 mm,90.3 mm,5.0 mm,,,,,,,,,,,,,
Brooks Ghost 14,https://runrepeat.com/brooks-ghost-14,https://cdn.runrepeat.com/storage/gallery/product_primary/37504/brooks-ghost-14-hero-2-15915119-720.jpg,91 Superb!,$140,Daily running,Neutral,10.1 oz / 287g 9.9 oz / 280g,,12.4 mm 12.0 mm,Heel,-,-,-,-,-,3,33.8 mm,21.4 mm,12.4 mm,,19.2N,Brooks,91,140.0,12.4,10.1 oz (287g),287.0,,,113.8 mm,,,,,,,,,,,,,,,
Hoka Clifton 8,https://runrepeat.com/hoka-clifton-8,https://cdn.runrepeat.com/storage/gallery/product_primary/37164/hoka-clifton-8-21208096-720.jpg,89 Great!,$130,Daily running,Neutral,9 oz / 256g 8.8 oz / 250g,,8.6 mm 5.0 mm,HeelMid/forefoot,-,-,-,-,-,2,33.7 mm,25.1 mm,8.6 mm,,45.1N,HOKA,89,130.0,8.6,9.0 oz (256g),256.0,,,115.5 mm,,,,,,,,,,,,,,,
Brooks Glycerin 20,https://runrepeat.com/brooks-glycerin-20,https://cdn.runrepeat.com/storage/gallery/product_primary/38387/brooks-glycerin-20-21232040-720.jpg,89 Great!,$160,Daily running,Neutral,10.5 oz / 297g 10.1 oz / 286g,,12.8 mm 10.0 mm,Heel,20.0 HA,Small,-,-,-,Moderate,37.1 mm,24.3 mm,12.8 mm,12.9N,28.2N,Brooks,89,160.0,12.8,10.5 oz (297g),297.0,,,,,,,,,,,,,,,,,,
Adidas Supernova Rise 2,https://runrepeat.com/adidas-supernova-rise-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40637/adidas-supernova-rise-2-22781441-720.jpg,91 Superb!,$140,Daily running,Neutral,9.1 oz / 257g 9.4 oz / 266g,✗,9.5 mm 10.0 mm,HeelMid/forefoot,21.0 HA,Small,Decent,Good,Decent,Moderate,33.5 mm,24.0 mm,9.5 mm,7.3N,17.6N,Adidas,91,140.0,9.5,,,,,,,,,,,,,,,,,,,,
ASICS Metaspeed Sky Paris,https://runrepeat.com/asics-metaspeed-sky-paris,https://cdn.runrepeat.com/storage/gallery/product_primary/40336/asics-metaspeed-sky-paris-21752114-720.jpg,89 Great!,$250,Competition,Neutral,6.5 oz / 183g 6.4 oz / 181g,✓,6.5 mm 5.0 mm,Mid/forefoot,21.0 HA,Small,Good,Good,Good,Breathable,39.1 mm,32.6 mm,6.5 mm,23.6N,35.4N,ASICS,89,250.0,6.5,,,,,,,,,,,,,,,,,,,,
PUMA Deviate Nitro 3,https://runrepeat.com/puma-deviate-nitro-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40421/puma-deviate-nitro-3-21762222-720.jpg,89 Great!,$160,Tempo,Neutral,9.5 oz / 268g 9.5 oz / 269g,✗,10.1 mm 10.0 mm,Heel,18.0 HA,Normal,Decent,Decent,Decent,Moderate,37.4 mm,27.3 mm,10.1 mm,20.6N,35.6N,PUMA,89,160.0,10.1,,,,,,,,,,,,,,,,,,,,
ASICS GT 2000 13,https://runrepeat.com/asics-gt-2000-13,https://cdn.runrepeat.com/storage/gallery/product_primary/40483/asics-gt-2000-13-22057396-720.jpg,89 Great!,$140,Daily running,Stability,9.3 oz / 264g 9.4 oz / 266g,✗,9.4 mm 8.0 mm,HeelMid/forefoot,18.5 HA,Small,Good,Good,Good,Moderate,36.6 mm,27.2 mm,9.4 mm,15.7N,24.2N,ASICS,89,140.0,9.4,,,,,,,,,,,,,,,,,,,,
Hoka Mafate Speed 4,https://runrepeat.com/hoka-mafate-speed-4,https://cdn.runrepeat.com/storage/gallery/product_primary/38989/hoka-mafate-speed-4-21208102-720.jpg,88 Great!,$185,,Neutral,10.3 oz / 293g 10.4 oz / 295g,,7.2 mm 4.0 mm,Mid/forefoot,17.5 HA,Normal,Good,Good,Good,Moderate,38.0 mm,30.8 mm,7.2 mm,14.1N,24.5N,HOKA,88,185.0,7.2,,,ModerateTechnical,38.0 mm 33.0 mm,,,,,,,,,,,,,,,,
ASICS Gel Kayano 30,https://runrepeat.com/asics-gel-kayano-30,https://cdn.runrepeat.com/storage/gallery/product_primary/40013/asics-gel-kayano-30-21161600-720.jpg,87 Great!,$160,Daily running,Stability,10.7 oz / 303g 10.7 oz / 303g,✗,12.0 mm 10.0 mm,Heel,16.4 HA,Big,Good,Bad,Good,Breathable,39.7 mm,27.7 mm,12.0 mm,16.1N,25.0N,ASICS,87,160.0,12.0,,,,,,,,,,,,,,,,,,,,
New Balance Fresh Foam X Hierro v9,https://runrepeat.com/new-balance-fresh-foam-x-hierro-v9,https://cdn.runrepeat.com/storage/gallery/product_primary/40693/new-balance-fresh-foam-x-hierro-9-22723086-720.jpg,84 Good!,$155,,Neutral,10.9 oz / 309g 10.5 oz / 297g,,4.2 mm 4.0 mm,Mid/forefoot,14.6 HA,Small,Good,Good,Good,Moderate,37.3 mm,33.1 mm,4.2 mm,18.2N,34.6N,New Balance,84,155.0,4.2,,,Light,37.3 mm 33.0 mm,,,,,,,,,,,,,,,,
New Balance FuelCell SuperComp Trainer v3,https://runrepeat.com/new-balance-fuel-cell-super-comp-trainer-v-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40405/new-balance-fuel-cell-super-comp-trainer-v-3-21926162-720.jpg,85 Good!,$180,Tempo,Neutral,9.8 oz / 278g 9.8 oz / 278g,✗,7.3 mm 6.0 mm,Mid/forefoot,8.8 HA,Normal,Bad,Good,Decent,Moderate,36.8 mm,29.5 mm,7.3 mm,25.1N,36.8N,New Balance,85,180.0,7.3,,,,,,,,,,,,,,,,,,,,
Saucony Endorphin Pro+,https://runrepeat.com/saucony-endorphin-pro-plus,https://cdn.runrepeat.com/storage/gallery/product_primary/37818/saucony-endorphin-pro-plus-hero-2-15915135-720.jpg,91 Superb!,$250,Competition,Neutral,7.1 oz / 201g 6.9 oz / 196g,✓,8.7 mm 8.0 mm,HeelMid/forefoot,-,-,-,-,-,-,35.9 mm,27.2 mm,8.7 mm,,86.0N,Saucony,91,250.0,8.7,7.1 oz (201g),201.0,,,107.1 mm,,,,,,,,,,,,,,,
ASICS Metaspeed Sky+,https://runrepeat.com/asics-metaspeed-sky-plus,https://cdn.runrepeat.com/storage/gallery/product_primary/38635/asics-metaspeed-sky-21232018-720.jpg,91 Superb!,$250,Competition,Neutral,7.2 oz / 205g 7.2 oz / 205g,✓,2.7 mm 5.0 mm,Mid/forefoot,-,-,-,Good,-,Breathable,33.5 mm,30.8 mm,2.7 mm,25.3N,67.0N,ASICS,91,250.0,2.7,7.2 oz (205g),205.0,,,,,,,,,,,,,,,,,,
Saucony Guide 17,https://runrepeat.com/saucony-guide-17,https://cdn.runrepeat.com/storage/gallery/product_primary/40313/saucony-guide-17-21392314-720.jpg,90 Great!,$140,Daily running,Stability,9.7 oz / 275g 9.5 oz / 269g,,7.0 mm 6.0 mm,Mid/forefoot,22.3 HA,Small,Decent,Good,Good,Moderate,34.9 mm,27.9 mm,7.0 mm,10.0N,22.2N,Saucony,90,140.0,7.0,9.7 oz (275g),275.0,,,,,,,,,,,,,,,,,,
Saucony Ride 17,https://runrepeat.com/saucony-ride-17,https://cdn.runrepeat.com/storage/gallery/product_primary/40236/saucony-ride-17-21258652-720.jpg,89 Great!,$140,Daily running,Neutral,10.2 oz / 288g 9.9 oz / 282g,,8.5 mm 8.0 mm,HeelMid/forefoot,19.0 HA,Small,Decent,Good,Good,Warm,35.1 mm,26.6 mm,8.5 mm,13.6N,29.4N,Saucony,89,140.0,8.5,10.2 oz (288g),288.0,,,,,,,,,,,,,,,,,,
Salomon Speedcross 6,https://runrepeat.com/salomon-speedcross-6,https://cdn.runrepeat.com/storage/gallery/product_primary/38918/salomon-speedcross-6-21230510-720.jpg,89 Great!,$145,,Neutral,10.4 oz / 296g 10.5 oz / 298g,,14.1 mm 10.0 mm,Heel,34.4 HA,Small,Good,Decent,Decent,Warm,36.5 mm,22.4 mm,14.1 mm,12.7N,18.2N,Salomon,89,145.0,14.1,,,Technical,36.5 mm 32.0 mm,,,,,,,,,,,,,,,,
Brooks Hyperion Max,https://runrepeat.com/brooks-hyperion-max,https://cdn.runrepeat.com/storage/gallery/product_primary/39460/brooks-hyperion-max-21189521-720.jpg,88 Great!,$170,CompetitionTempo,Neutral,7.5 oz / 213g 7.8 oz / 221g,✓,8.2 mm 8.0 mm,HeelMid/forefoot,20.8 HA,Small,Decent,Decent,Good,Breathable,32.4 mm,24.2 mm,8.2 mm,13.5N,25.8N,Brooks,88,170.0,8.2,,,,,,,,,,,,,,,,,,,,
Hoka Speedgoat 5,https://runrepeat.com/hoka-speedgoat-5,https://cdn.runrepeat.com/storage/gallery/product_primary/38038/hoka-speedgoat-5-21236516-720.jpg,88 Great!,$155,,Neutral,9.8 oz / 277g 9.7 oz / 276g,,3.8 mm 4.0 mm,Mid/forefoot,11.0 HA,Big,-,-,-,Moderate,27.5 mm,23.7 mm,3.8 mm,12.1N,25.3N,HOKA,88,155.0,3.8,,,LightModerate,27.5 mm 33.0 mm,,,,,,,,,,,,,,,,
Hoka Gaviota 5,https://runrepeat.com/hoka-gaviota-5,https://cdn.runrepeat.com/storage/gallery/product_primary/40134/hoka-gaviota-5-21208099-720.jpg,83 Good!,$175,Daily running,Stability,10.5 oz / 299g 10.9 oz / 310g,,2.2 mm 6.0 mm,Mid/forefoot,12.9 HA,Big,Decent,Bad,Good,Breathable,34.9 mm,32.7 mm,2.2 mm,21.3N,32.7N,HOKA,83,175.0,2.2,10.5 oz (299g),299.0,,,,,,,,,,,,,,,,,,
Nike Invincible 3,https://runrepeat.com/nike-zoom-x-invincible-run-flyknit-3,https://cdn.runrepeat.com/storage/gallery/product_primary/39467/nike-zoom-x-invincible-run-flyknit-3-21237198-720.jpg,81 Good!,$180,Daily running,Neutral,10 oz / 284g 10 oz / 284g,,9.6 mm 9.0 mm,HeelMid/forefoot,14.5 HA,Small,-,-,-,Moderate,35.2 mm,25.6 mm,9.6 mm,12.1N,32.0N,Nike,81,180.0,9.6,10.0 oz (284g),284.0,,,,,,,,,,,,,,,,,,
ASICS GT 2000 12,https://runrepeat.com/asics-gt-2000-12,https://cdn.runrepeat.com/storage/gallery/product_primary/40121/asics-gt-2000-12-21136496-720.jpg,90 Great!,$140,Daily running,Stability,9.7 oz / 275g 9.4 oz / 266g,✗,10.0 mm 8.0 mm,HeelMid/forefoot,25.1 HA,Small,Decent,Good,Good,Moderate,36.6 mm,26.6 mm,10.0 mm,16.1N,28.7N,ASICS,90,140.0,10.0,,,,,,,,,,,,,,,,,,,,
ASICS Gel Cumulus 27,https://runrepeat.com/asics-gel-cumulus-27,https://cdn.runrepeat.com/storage/gallery/product_primary/40699/asics-gel-cumulus-27-22918744-720.jpg,89 Great!,$140,Daily running,Neutral,9.2 oz / 261g 9.3 oz / 265g,,11.6 mm 8.0 mm,Heel,15.9 HA,Normal,Good,Good,Bad,2,40.9 mm,29.3 mm,11.6 mm,15.1N,,ASICS,89,140.0,11.6,9.2 oz (261g),261.0,,,,,,,,,,,,,,,,,,
PUMA Velocity Nitro 4,https://runrepeat.com/puma-velocity-nitro-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40911/puma-velocity-nitro-4-23536936-720.jpg,89 Great!,$140,Daily runningTempo,Neutral,7.9 oz / 224g 8.6 oz / 245g,✓,9.7 mm 10.0 mm,HeelMid/forefoot,20.0 HA,Big,Decent,Decent,Decent,Moderate,33.7 mm,24.0 mm,9.7 mm,8.9N,,PUMA,89,140.0,9.7,7.9 oz (224g),224.0,,,,,,,,,,,,,,,,,,
Saucony Endorphin Speed 3,https://runrepeat.com/saucony-endorphin-speed-3,https://cdn.runrepeat.com/storage/gallery/product_primary/37960/saucony-endorphin-speed-3-21237226-720.jpg,89 Great!,$160,Tempo,Neutral,7.9 oz / 225g 8.1 oz / 229g,✓,7.4 mm 8.0 mm,Mid/forefoot,13.8 HA,Small,-,-,-,Moderate,34.1 mm,26.7 mm,7.4 mm,10.5N,23.5N,Saucony,89,160.0,7.4,,,,,,,,,,,,,,,,,,,,
New Balance Fresh Foam X 860 v14,https://runrepeat.com/new-balance-fresh-foam-x-860-v14,https://cdn.runrepeat.com/storage/gallery/product_primary/40383/new-balance-fresh-foam-x-860-v-14-22110006-720.jpg,85 Good!,$140,Daily running,Stability,10.4 oz / 295g 10.5 oz / 298g,✗,9.3 mm 8.0 mm,HeelMid/forefoot,10.9 HA,Big,Decent,Bad,Decent,Moderate,36.8 mm,27.5 mm,9.3 mm,14.6N,20.4N,New Balance,85,140.0,9.3,,,,,,,,,,,,,,,,,,,,
New Balance Fresh Foam X 880 v15,https://runrepeat.com/new-balance-fresh-foam-x-880-v-15,https://cdn.runrepeat.com/storage/gallery/product_primary/40700/new-balance-fresh-foam-x-880-v-15-22694419-720.jpg,85 Good!,$140,Daily running,Neutral,10.1 oz / 286g 9.9 oz / 281g,,4.3 mm 6.0 mm,Mid/forefoot,19.6 HA,Small,Decent,Good,Decent,Moderate,39.7 mm,35.4 mm,4.3 mm,19.2N,34.3N,New Balance,85,140.0,4.3,10.1 oz (286g),286.0,,,,,,,,,,,,,,,,,,
Brooks Hyperion Max 2,https://runrepeat.com/brooks-hyperion-max-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40403/brooks-hyperion-max-2-21825588-720.jpg,88 Great!,$180,Tempo,Neutral,9.2 oz / 262g 9.2 oz / 261g,✗,6.8 mm 6.0 mm,Mid/forefoot,20.9 HA,Small,Decent,Decent,Good,Moderate,33.2 mm,26.4 mm,6.8 mm,22.4N,29.6N,Brooks,88,180.0,6.8,,,,,,,,,,,,,,,,,,,,
ASICS Gel Kayano 32,https://runrepeat.com/asics-gel-kayano-32,https://cdn.runrepeat.com/storage/gallery/product_primary/40809/asics-gel-kayano-32-23240127-720.jpg,84 Good!,$165,Daily running,Stability,10.4 oz / 295g 10.7 oz / 304g,,9.3 mm 8.0 mm,HeelMid/forefoot,22.0 HA,Small,Good,Good,Good,4,39.9 mm,30.6 mm,9.3 mm,16.9N,,ASICS,84,165.0,9.3,10.4 oz (295g),295.0,,,,,,,,,,,,,,,,,,
Adidas Adizero Adios Pro 3,https://runrepeat.com/adidas-adizero-adios-pro-3,https://cdn.runrepeat.com/storage/gallery/product_primary/38793/adidas-adizero-adios-pro-3-2-21158464-720.jpg,91 Superb!,$250,Competition,Neutral,7.7 oz / 218g 7.9 oz / 223g,✓,8.0 mm 6.5 mm,HeelMid/forefoot,20.9 HA,Small,Bad,Good,Good,Breathable,37.8 mm,29.8 mm,8.0 mm,25.3N,45.6N,Adidas,91,250.0,8.0,,,,,,,,,,,,,,,,,,,,
On Cloudboom Strike,https://runrepeat.com/on-cloudboom-strike,https://cdn.runrepeat.com/storage/gallery/product_primary/40470/on-cloudboom-strike-23354255-720.jpg,92 Superb!,$280,Competition,Neutral,7.1 oz / 201g 7.4 oz / 210g,✓,3.2 mm 4.0 mm,Mid/forefoot,16.9 HA,Small,Bad,Good,Decent,Moderate,38.1 mm,34.9 mm,3.2 mm,17.8N,,On,92,280.0,3.2,7.1 oz (201g),201.0,,,,,,,,,,,,,,,,,,
Mizuno Neo Vista,https://runrepeat.com/mizuno-neo-vista,https://cdn.runrepeat.com/storage/gallery/product_primary/40408/mizuno-neo-vista-22049655-720.jpg,91 Superb!,$180,Daily runningTempo,Neutral,9.1 oz / 259g 9.4 oz / 266g,,9.6 mm 8.0 mm,HeelMid/forefoot,15.6 HA,Small,Good,Good,Good,Moderate,44.9 mm,35.3 mm,9.6 mm,16.2N,24.9N,Mizuno,91,180.0,9.6,9.1 oz (259g),259.0,,,,,,,,,,,,,,,,,,
On Cloudsurfer 2,https://runrepeat.com/on-cloudsurfer-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40717/on-cloudsurfer-2-23043764-720.jpg,90 Great!,$160,Daily running,Neutral,9 oz / 254g 9.2 oz / 260g,,10.4 mm 9.0 mm,Heel,25.5 HA,Small,Decent,Good,Good,3,37.5 mm,27.1 mm,10.4 mm,11.5N,,On,90,160.0,10.4,9.0 oz (254g),254.0,,,,,,,,,,,,,,,,,,
Saucony Triumph 22,https://runrepeat.com/saucony-triumph-22,https://cdn.runrepeat.com/storage/gallery/product_primary/40254/saucony-triumph-22-21679523-720.jpg,88 Great!,$160,Daily running,Neutral,10.1 oz / 286g 10.1 oz / 286g,,9.7 mm 10.0 mm,HeelMid/forefoot,18.3 HA,Small,Good,Good,Good,Moderate,38.6 mm,28.9 mm,9.7 mm,16.1N,29.7N,Saucony,88,160.0,9.7,10.1 oz (286g),286.0,,,,,,,,,,,,,,,,,,
On Cloudrunner 2,https://runrepeat.com/on-cloudrunner-2,https://cdn.runrepeat.com/storage/gallery/product_primary/21319/on-cloudrunner-2-21644119-720.jpg,88 Great!,$150,Daily running,Neutral,9.7 oz / 275g 9.8 oz / 277g,,8.5 mm 10.0 mm,HeelMid/forefoot,27.3 HA,Small,Decent,Decent,Decent,Moderate,33.6 mm,25.1 mm,8.5 mm,18.2N,21.1N,On,88,150.0,8.5,9.7 oz (275g),275.0,,,,,,,,,,,,,,,,,,
